rule,name,value
ruler_3155_lr-rev,average,3.0204999999999997
ruler_3156_lr,average,3.0204999999999997
ruler_3156_lr-rev,average,3.0204999999999997
ruler_3157_lr,average,3.0204999999999997
ruler_3157_lr-rev,average,3.0204999999999997
ruler_3158_lr,average,3.0204999999999997
ruler_3158_lr-rev,average,3.0204999999999997
ruler_3159_r,average,3.0204999999999997
ruler_3160_lr,average,3.0204999999999997
ruler_3160_lr-rev,average,3.0204999999999997
ruler_3161_lr,average,3.0204999999999997
ruler_3161_lr-rev,average,3.0204999999999997
ruler_3162_lr,average,3.0204999999999997
ruler_3162_lr-rev,average,3.0204999999999997
ruler_3163_lr,average,3.0204999999999997
ruler_3163_lr-rev,average,3.0204999999999997
ruler_3164_lr,average,3.0204999999999997
ruler_3164_lr-rev,average,3.0204999999999997
ruler_3165_lr,average,3.0204999999999997
ruler_3165_lr-rev,average,3.0204999999999997
ruler_3166_lr,average,3.0204999999999997
ruler_3166_lr-rev,average,3.0204999999999997
ruler_3167_lr,average,3.0204999999999997
ruler_3167_lr-rev,average,3.0204999999999997
ruler_3168_lr,average,3.0204999999999997
ruler_3168_lr-rev,average,3.0204999999999997
ruler_3169_lr,average,3.0204999999999997
ruler_3169_lr-rev,average,3.0204999999999997
ruler_3170_lr,average,3.0204999999999997
ruler_3170_lr-rev,average,3.0204999999999997
ruler_3171_lr,average,3.0204999999999997
ruler_3171_lr-rev,average,3.0204999999999997
ruler_3172_r,average,3.0204999999999997
ruler_3173_r,average,3.0204999999999997
ruler_3174_r,average,3.0204999999999997
ruler_3175_lr,average,3.0204999999999997
ruler_3175_lr-rev,average,3.0204999999999997
ruler_3176_lr,average,3.0204999999999997
ruler_3176_lr-rev,average,3.0204999999999997
ruler_3177_lr,average,3.0204999999999997
ruler_3177_lr-rev,average,3.0204999999999997
ruler_3178_r,average,3.0204999999999997
ruler_3179_r,average,3.0204999999999997
ruler_3180_lr,average,3.0204999999999997
ruler_3180_lr-rev,average,3.0204999999999997
ruler_3181_r,average,3.0204999999999997
ruler_3182_lr,average,3.0204999999999997
ruler_3182_lr-rev,average,3.0204999999999997
ruler_3183_r,average,3.0204999999999997
ruler_3184_r,average,3.0204999999999997
ruler_3185_lr,average,3.0204999999999997
ruler_3185_lr-rev,average,3.0204999999999997
ruler_3186_r,average,3.0204999999999997
ruler_3187_r,average,3.0204999999999997
ruler_3188_r,average,3.0204999999999997
ruler_3189_r,average,3.0204999999999997
ruler_3190_lr,average,3.0204999999999997
ruler_3190_lr-rev,average,3.0204999999999997
ruler_3191_lr,average,3.0204999999999997
ruler_3191_lr-rev,average,3.0204999999999997
ruler_3192_lr,average,3.0204999999999997
ruler_3192_lr-rev,average,3.0204999999999997
ruler_3193_lr,average,3.0204999999999997
ruler_3193_lr-rev,average,3.0204999999999997
ruler_3194_lr,average,3.0204999999999997
ruler_3194_lr-rev,average,3.0204999999999997
ruler_3195_lr,average,3.0204999999999997
ruler_3195_lr-rev,average,3.0204999999999997
ruler_3196_lr,average,3.0204999999999997
ruler_3196_lr-rev,average,3.0204999999999997
ruler_3197_r,average,3.0204999999999997
ruler_3198_lr,average,3.0204999999999997
ruler_3198_lr-rev,average,3.0204999999999997
ruler_3199_lr,average,3.0204999999999997
ruler_3199_lr-rev,average,3.0204999999999997
ruler_3200_r,average,3.0204999999999997
ruler_3201_r,average,3.0204999999999997
ruler_3202_r,average,3.0204999999999997
ruler_3203_r,average,3.0204999999999997
ruler_3204_lr,average,3.0204999999999997
ruler_3204_lr-rev,average,3.0204999999999997
ruler_3205_lr,average,3.0204999999999997
ruler_3205_lr-rev,average,3.0204999999999997
ruler_3206_r,average,3.0204999999999997
ruler_3207_r,average,3.0204999999999997
ruler_3208_lr,average,3.0204999999999997
ruler_3208_lr-rev,average,3.0204999999999997
ruler_3209_lr,average,3.0204999999999997
ruler_3209_lr-rev,average,3.0204999999999997
ruler_3210_r,average,3.0204999999999997
ruler_3211_r,average,3.0204999999999997
ruler_3212_r,average,3.0204999999999997
ruler_3213_lr,average,3.0204999999999997
ruler_3213_lr-rev,average,3.0204999999999997
ruler_3214_lr,average,3.0204999999999997
ruler_3214_lr-rev,average,3.0204999999999997
ruler_3215_lr,average,3.0204999999999997
ruler_3215_lr-rev,average,3.0204999999999997
ruler_3216_r,average,3.0204999999999997
ruler_3217_lr,average,3.0204999999999997
ruler_3217_lr-rev,average,3.0204999999999997
ruler_3218_r,average,3.0204999999999997
ruler_3219_r,average,3.0204999999999997
ruler_3220_lr,average,3.0204999999999997
ruler_3220_lr-rev,average,3.0204999999999997
ruler_3221_lr,average,3.0204999999999997
ruler_3221_lr-rev,average,3.0204999999999997
ruler_3222_lr,average,3.0204999999999997
ruler_3222_lr-rev,average,3.0204999999999997
ruler_3223_lr,average,3.0204999999999997
ruler_3223_lr-rev,average,3.0204999999999997
ruler_3224_lr,average,3.0204999999999997
ruler_3224_lr-rev,average,3.0204999999999997
ruler_3225_lr,average,3.0204999999999997
ruler_3225_lr-rev,average,3.0204999999999997
ruler_3226_lr,average,3.0204999999999997
ruler_3226_lr-rev,average,3.0204999999999997
ruler_3227_lr,average,3.0204999999999997
ruler_3227_lr-rev,average,3.0204999999999997
ruler_3228_lr,average,3.0204999999999997
ruler_3228_lr-rev,average,3.0204999999999997
ruler_3229_lr,average,3.0204999999999997
ruler_3229_lr-rev,average,3.0204999999999997
ruler_3230_lr,average,3.0204999999999997
ruler_3230_lr-rev,average,3.0204999999999997
ruler_3231_lr,average,3.0204999999999997
ruler_3231_lr-rev,average,3.0204999999999997
ruler_3232_lr,average,3.0204999999999997
ruler_3232_lr-rev,average,3.0204999999999997
ruler_3233_r,average,3.0204999999999997
ruler_3234_r,average,3.0204999999999997
ruler_3235_lr,average,3.0204999999999997
ruler_3235_lr-rev,average,3.0204999999999997
ruler_3236_lr,average,3.0204999999999997
ruler_3236_lr-rev,average,3.0204999999999997
ruler_3237_lr,average,3.0204999999999997
ruler_3237_lr-rev,average,3.0204999999999997
ruler_3238_lr,average,3.0204999999999997
ruler_3238_lr-rev,average,3.0204999999999997
ruler_3239_lr,average,3.0204999999999997
ruler_3239_lr-rev,average,3.0204999999999997
ruler_3240_lr,average,3.0204999999999997
ruler_3240_lr-rev,average,3.0204999999999997
ruler_3241_lr,average,3.0204999999999997
ruler_3241_lr-rev,average,3.0204999999999997
ruler_3242_lr,average,3.0204999999999997
ruler_3242_lr-rev,average,3.0204999999999997
ruler_3243_lr,average,3.0204999999999997
ruler_3243_lr-rev,average,3.0204999999999997
ruler_3244_lr,average,3.0204999999999997
ruler_3244_lr-rev,average,3.0204999999999997
ruler_3245_lr,average,3.0204999999999997
ruler_3245_lr-rev,average,3.0204999999999997
ruler_3246_lr,average,3.0204999999999997
ruler_3246_lr-rev,average,3.0204999999999997
ruler_3247_lr,average,3.0204999999999997
ruler_3247_lr-rev,average,3.0204999999999997
ruler_3248_lr,average,3.0204999999999997
ruler_3248_lr-rev,average,3.0204999999999997
ruler_3249_lr,average,3.0204999999999997
ruler_3249_lr-rev,average,3.0204999999999997
ruler_3250_lr,average,3.0204999999999997
ruler_3250_lr-rev,average,3.0204999999999997
ruler_3251_lr,average,3.0204999999999997
ruler_3251_lr-rev,average,3.0204999999999997
ruler_3252_lr,average,3.0204999999999997
ruler_3252_lr-rev,average,3.0204999999999997
ruler_3253_lr,average,3.0204999999999997
ruler_3253_lr-rev,average,3.0204999999999997
ruler_3254_lr,average,3.0204999999999997
ruler_3254_lr-rev,average,3.0204999999999997
ruler_3255_r,average,3.0204999999999997
ruler_3256_lr,average,3.0204999999999997
ruler_3256_lr-rev,average,3.0204999999999997
ruler_3257_lr,average,3.0204999999999997
ruler_3257_lr-rev,average,3.0204999999999997
ruler_3258_lr,average,3.0204999999999997
ruler_3258_lr-rev,average,3.0204999999999997
ruler_3259_r,average,3.0204999999999997
ruler_3260_r,average,3.0204999999999997
ruler_3261_r,average,3.0204999999999997
ruler_3262_lr,average,3.0204999999999997
ruler_3262_lr-rev,average,3.0204999999999997
ruler_3263_lr,average,3.0204999999999997
ruler_3263_lr-rev,average,3.0204999999999997
ruler_3264_r,average,3.0204999999999997
ruler_3265_lr,average,3.0204999999999997
ruler_3265_lr-rev,average,3.0204999999999997
ruler_3266_lr,average,3.0204999999999997
ruler_3266_lr-rev,average,3.0204999999999997
ruler_3267_r,average,3.0204999999999997
ruler_3268_r,average,3.0204999999999997
ruler_3269_lr,average,3.0204999999999997
ruler_3269_lr-rev,average,3.0204999999999997
ruler_3270_lr,average,3.0204999999999997
ruler_3270_lr-rev,average,3.0204999999999997
ruler_3271_r,average,3.0204999999999997
ruler_3272_r,average,3.0204999999999997
ruler_3273_r,average,3.0204999999999997
ruler_3274_r,average,3.0204999999999997
ruler_3275_r,average,3.0204999999999997
ruler_3276_lr,average,3.0204999999999997
ruler_3276_lr-rev,average,3.0204999999999997
ruler_3277_lr,average,3.0204999999999997
ruler_3277_lr-rev,average,3.0204999999999997
ruler_3278_lr,average,3.0204999999999997
ruler_3278_lr-rev,average,3.0204999999999997
ruler_3279_lr,average,3.0204999999999997
ruler_3279_lr-rev,average,3.0204999999999997
ruler_3280_lr,average,3.0204999999999997
ruler_3280_lr-rev,average,3.0204999999999997
ruler_3281_lr,average,3.0204999999999997
ruler_3281_lr-rev,average,3.0204999999999997
ruler_3282_r,average,3.0204999999999997
ruler_3283_lr,average,3.0204999999999997
ruler_3283_lr-rev,average,3.0204999999999997
ruler_3284_lr,average,3.0204999999999997
ruler_3284_lr-rev,average,3.0204999999999997
ruler_3285_r,average,3.0204999999999997
ruler_3286_r,average,3.0204999999999997
ruler_3287_r,average,3.0204999999999997
ruler_3288_r,average,3.0204999999999997
ruler_3289_lr,average,3.0204999999999997
ruler_3289_lr-rev,average,3.0204999999999997
ruler_3290_lr,average,3.0204999999999997
ruler_3290_lr-rev,average,3.0204999999999997
ruler_3291_r,average,3.0204999999999997
ruler_3292_lr,average,3.0204999999999997
ruler_3292_lr-rev,average,3.0204999999999997
ruler_3293_r,average,3.0204999999999997
ruler_3294_lr,average,3.0204999999999997
ruler_3294_lr-rev,average,3.0204999999999997
ruler_3295_r,average,3.0204999999999997
ruler_3296_r,average,3.0204999999999997
ruler_3297_r,average,3.0204999999999997
ruler_3298_lr,average,3.0204999999999997
ruler_3298_lr-rev,average,3.0204999999999997
ruler_3299_lr,average,3.0204999999999997
ruler_3299_lr-rev,average,3.0204999999999997
ruler_3300_lr,average,3.0204999999999997
ruler_3300_lr-rev,average,3.0204999999999997
ruler_3301_lr,average,3.0204999999999997
ruler_3301_lr-rev,average,3.0204999999999997
ruler_3302_r,average,3.0204999999999997
ruler_3303_r,average,3.0204999999999997
ruler_3304_r,average,3.0204999999999997
ruler_3305_r,average,3.0204999999999997
ruler_3306_lr,average,3.0204999999999997
ruler_3306_lr-rev,average,3.0204999999999997
ruler_3307_lr,average,3.0204999999999997
ruler_3307_lr-rev,average,3.0204999999999997
ruler_3308_lr,average,3.0204999999999997
ruler_3308_lr-rev,average,3.0204999999999997
ruler_3309_lr,average,3.0204999999999997
ruler_3309_lr-rev,average,3.0204999999999997
ruler_3310_lr,average,3.0204999999999997
ruler_3310_lr-rev,average,3.0204999999999997
ruler_3311_lr,average,3.0204999999999997
ruler_3311_lr-rev,average,3.0204999999999997
ruler_3312_lr,average,3.0204999999999997
ruler_3312_lr-rev,average,3.0204999999999997
ruler_3313_lr,average,3.0204999999999997
ruler_3313_lr-rev,average,3.0204999999999997
ruler_3314_lr,average,3.0204999999999997
ruler_3314_lr-rev,average,3.0204999999999997
ruler_3315_lr,average,3.0204999999999997
ruler_3315_lr-rev,average,3.0204999999999997
ruler_3316_lr,average,3.0204999999999997
ruler_3316_lr-rev,average,3.0204999999999997
ruler_3317_lr,average,3.0204999999999997
ruler_3317_lr-rev,average,3.0204999999999997
ruler_3318_lr,average,3.0204999999999997
ruler_3318_lr-rev,average,3.0204999999999997
ruler_3319_lr,average,3.0204999999999997
ruler_3319_lr-rev,average,3.0204999999999997
ruler_3320_lr,average,3.0204999999999997
ruler_3320_lr-rev,average,3.0204999999999997
ruler_3321_lr,average,3.0204999999999997
ruler_3321_lr-rev,average,3.0204999999999997
ruler_3322_lr,average,3.0204999999999997
ruler_3322_lr-rev,average,3.0204999999999997
ruler_3323_lr,average,2.026
ruler_3323_lr-rev,average,2.026
ruler_3324_r,average,2.026
ruler_3325_r,average,2.026
ruler_3326_lr,average,2.026
ruler_3326_lr-rev,average,2.026
ruler_3327_r,average,2.026
ruler_3328_r,average,2.026
ruler_3329_lr,average,2.026
ruler_3329_lr-rev,average,2.026
ruler_3330_lr,average,2.026
ruler_3330_lr-rev,average,2.026
ruler_3331_lr,average,2.026
ruler_3331_lr-rev,average,2.026
ruler_3332_lr,average,2.026
ruler_3332_lr-rev,average,2.026
ruler_3333_r,average,2.026
ruler_3334_r,average,2.026
ruler_3335_r,average,2.026
ruler_3336_r,average,2.026
ruler_3337_r,average,2.026
ruler_3338_r,average,2.026
ruler_3339_r,average,2.026
ruler_3340_lr,average,2.026
ruler_3340_lr-rev,average,2.026
ruler_3341_r,average,2.026
ruler_3342_r,average,2.026
ruler_3343_lr,average,2.026
ruler_3343_lr-rev,average,2.026
ruler_3344_r,average,2.026
ruler_3345_lr,average,2.026
ruler_3345_lr-rev,average,2.026
ruler_3346_lr,average,2.026
ruler_3346_lr-rev,average,2.026
ruler_3347_lr,average,2.026
ruler_3347_lr-rev,average,2.026
ruler_3348_lr,average,2.026
ruler_3348_lr-rev,average,2.026
ruler_3349_lr,average,2.026
ruler_3349_lr-rev,average,2.026
ruler_3350_lr,average,2.026
ruler_3350_lr-rev,average,2.026
ruler_3351_lr,average,2.026
ruler_3351_lr-rev,average,2.026
ruler_3352_lr,average,2.026
ruler_3352_lr-rev,average,2.026
ruler_3353_lr,average,2.026
ruler_3353_lr-rev,average,2.026
ruler_3354_lr,average,2.026
ruler_3354_lr-rev,average,2.026
ruler_3355_lr,average,2.026
ruler_3355_lr-rev,average,2.026
ruler_3356_lr,average,2.026
ruler_3356_lr-rev,average,2.026
ruler_3357_lr,average,2.026
ruler_3357_lr-rev,average,2.026
ruler_3358_lr,average,2.026
ruler_3358_lr-rev,average,2.026
ruler_3359_lr,average,2.026
ruler_3359_lr-rev,average,2.026
ruler_3360_lr,average,2.026
ruler_3360_lr-rev,average,2.026
ruler_3361_lr,average,2.026
ruler_3361_lr-rev,average,2.026
ruler_3362_lr,average,2.026
ruler_3362_lr-rev,average,2.026
ruler_3363_r,average,2.026
ruler_3364_r,average,2.026
ruler_3365_lr,average,2.026
ruler_3365_lr-rev,average,2.026
ruler_3366_lr,average,2.026
ruler_3366_lr-rev,average,2.026
ruler_3367_lr,average,2.026
ruler_3367_lr-rev,average,2.026
ruler_3368_lr,average,2.026
ruler_3368_lr-rev,average,2.026
ruler_3369_r,average,2.026
ruler_3370_r,average,2.026
ruler_3371_lr,average,2.026
ruler_3371_lr-rev,average,2.026
ruler_3372_r,average,2.026
ruler_3373_r,average,2.026
ruler_3374_lr,average,2.026
ruler_3374_lr-rev,average,2.026
ruler_3375_lr,average,2.026
ruler_3375_lr-rev,average,2.026
ruler_3376_lr,average,2.026
ruler_3376_lr-rev,average,2.026
ruler_3377_lr,average,2.026
ruler_3377_lr-rev,average,2.026
ruler_3378_lr,average,2.026
ruler_3378_lr-rev,average,2.026
ruler_3379_lr,average,2.026
ruler_3379_lr-rev,average,2.026
ruler_3380_r,average,2.026
ruler_3381_lr,average,2.026
ruler_3381_lr-rev,average,2.026
ruler_3382_lr,average,2.026
ruler_3382_lr-rev,average,2.026
ruler_3383_lr,average,2.026
ruler_3383_lr-rev,average,2.026
ruler_3384_lr,average,2.026
ruler_3384_lr-rev,average,2.026
ruler_3385_lr,average,2.026
ruler_3385_lr-rev,average,2.026
ruler_3386_lr,average,2.026
ruler_3386_lr-rev,average,2.026
ruler_3387_lr,average,2.026
ruler_3387_lr-rev,average,2.026
ruler_3388_r,average,2.026
ruler_3389_lr,average,2.026
ruler_3389_lr-rev,average,2.026
ruler_3390_lr,average,2.026
ruler_3390_lr-rev,average,2.026
ruler_3391_lr,average,2.026
ruler_3391_lr-rev,average,2.026
ruler_3392_lr,average,2.026
ruler_3392_lr-rev,average,2.026
ruler_3393_lr,average,2.026
ruler_3393_lr-rev,average,2.026
ruler_3394_r,average,2.026
ruler_3395_r,average,2.026
ruler_3396_r,average,2.026
ruler_3397_r,average,2.026
ruler_3398_r,average,2.026
ruler_3399_lr,average,2.026
ruler_3399_lr-rev,average,2.026
ruler_3400_lr,average,2.026
ruler_3400_lr-rev,average,2.026
ruler_3401_r,average,2.026
ruler_3402_r,average,2.026
ruler_3403_r,average,2.026
ruler_3404_lr,average,2.026
ruler_3404_lr-rev,average,2.026
ruler_3405_lr,average,2.026
ruler_3405_lr-rev,average,2.026
ruler_3406_lr,average,2.026
ruler_3406_lr-rev,average,2.026
ruler_3407_r,average,2.026
ruler_3408_lr,average,2.026
ruler_3408_lr-rev,average,2.026
ruler_3409_lr,average,2.026
ruler_3409_lr-rev,average,2.026
ruler_3410_lr,average,2.026
ruler_3410_lr-rev,average,2.026
ruler_3411_lr,average,2.026
ruler_3411_lr-rev,average,2.026
ruler_3412_lr,average,2.026
ruler_3412_lr-rev,average,2.026
ruler_3413_lr,average,2.026
ruler_3413_lr-rev,average,2.026
ruler_3414_lr,average,2.026
ruler_3414_lr-rev,average,2.026
ruler_3415_lr,average,2.026
ruler_3415_lr-rev,average,2.026
ruler_3416_r,average,2.026
ruler_3417_r,average,2.026
ruler_3418_r,average,2.026
ruler_3419_lr,average,2.026
ruler_3419_lr-rev,average,2.026
ruler_3420_lr,average,2.026
ruler_3420_lr-rev,average,2.026
ruler_3421_lr,average,2.026
ruler_3421_lr-rev,average,2.026
ruler_3422_lr,average,2.026
ruler_3422_lr-rev,average,2.026
ruler_3423_lr,average,2.026
ruler_3423_lr-rev,average,2.026
ruler_3424_r,average,2.026
ruler_3425_r,average,2.026
ruler_3426_r,average,2.026
ruler_3427_r,average,2.026
ruler_3428_r,average,2.026
ruler_3429_lr,average,2.026
ruler_3429_lr-rev,average,2.026
ruler_3430_lr,average,2.026
ruler_3430_lr-rev,average,2.026
ruler_3431_r,average,2.026
ruler_3432_r,average,2.026
ruler_3433_lr,average,2.026
ruler_3433_lr-rev,average,2.026
ruler_3434_r,average,2.026
ruler_3435_lr,average,2.026
ruler_3435_lr-rev,average,2.026
ruler_3436_lr,average,2.026
ruler_3436_lr-rev,average,2.026
ruler_3437_r,average,2.026
ruler_3438_lr,average,2.026
ruler_3438_lr-rev,average,2.026
ruler_3439_r,average,2.026
ruler_3440_r,average,2.026
ruler_3441_lr,average,2.026
ruler_3441_lr-rev,average,2.026
ruler_3442_lr,average,2.026
ruler_3442_lr-rev,average,2.026
ruler_3443_lr,average,2.026
ruler_3443_lr-rev,average,2.026
ruler_3444_lr,average,2.026
ruler_3444_lr-rev,average,2.026
ruler_3445_r,average,2.026
ruler_3446_r,average,2.026
ruler_3447_lr,average,2.026
ruler_3447_lr-rev,average,2.026
ruler_3448_lr,average,2.026
ruler_3448_lr-rev,average,2.026
ruler_3449_lr,average,2.026
ruler_3449_lr-rev,average,2.026
ruler_3450_lr,average,2.026
ruler_3450_lr-rev,average,2.026
ruler_3451_lr,average,2.026
ruler_3451_lr-rev,average,2.026
ruler_3452_lr,average,2.026
ruler_3452_lr-rev,average,2.026
ruler_3453_lr,average,2.026
ruler_3453_lr-rev,average,2.026
ruler_3454_lr,average,2.026
ruler_3454_lr-rev,average,2.026
ruler_3455_lr,average,2.026
ruler_3455_lr-rev,average,2.026
ruler_3456_lr,average,2.026
ruler_3456_lr-rev,average,2.026
ruler_3457_lr,average,2.026
ruler_3457_lr-rev,average,2.026
ruler_3458_lr,average,2.026
ruler_3458_lr-rev,average,2.026
ruler_3459_lr,average,2.026
ruler_3459_lr-rev,average,2.026
ruler_3460_lr,average,2.026
ruler_3460_lr-rev,average,2.026
ruler_3461_lr,average,2.026
ruler_3461_lr-rev,average,2.026
ruler_3462_lr,average,2.026
ruler_3462_lr-rev,average,2.026
ruler_3463_lr,average,2.026
ruler_3463_lr-rev,average,2.026
ruler_3464_lr,average,2.026
ruler_3464_lr-rev,average,2.026
ruler_3465_lr,average,2.026
ruler_3465_lr-rev,average,2.026
ruler_3466_lr,average,2.026
ruler_3466_lr-rev,average,2.026
ruler_3467_lr,average,2.026
ruler_3467_lr-rev,average,2.026
ruler_3468_lr,average,2.026
ruler_3468_lr-rev,average,2.026
ruler_3469_lr,average,2.026
ruler_3469_lr-rev,average,2.026
ruler_3470_lr,average,2.026
ruler_3470_lr-rev,average,2.026
ruler_3471_lr,average,2.026
ruler_3471_lr-rev,average,2.026
ruler_3472_lr,average,2.026
ruler_3472_lr-rev,average,2.026
ruler_3473_lr,average,2.026
ruler_3473_lr-rev,average,2.026
ruler_3474_lr,average,2.026
ruler_3474_lr-rev,average,2.026
ruler_3475_lr,average,2.026
ruler_3475_lr-rev,average,2.026
ruler_3476_lr,average,2.026
ruler_3476_lr-rev,average,2.026
ruler_3477_lr,average,2.026
ruler_3477_lr-rev,average,2.026
ruler_3478_lr,average,2.026
ruler_3478_lr-rev,average,2.026
ruler_3479_lr,average,2.026
ruler_3479_lr-rev,average,2.026
ruler_3480_lr,average,2.026
ruler_3480_lr-rev,average,2.026
ruler_3481_lr,average,2.026
ruler_3481_lr-rev,average,2.026
ruler_3482_lr,average,2.026
ruler_3482_lr-rev,average,2.026
ruler_3483_lr,average,2.026
ruler_3483_lr-rev,average,2.026
ruler_3484_lr,average,2.026
ruler_3484_lr-rev,average,2.026
ruler_3485_lr,average,2.026
ruler_3485_lr-rev,average,2.026
ruler_3486_lr,average,2.026
ruler_3486_lr-rev,average,2.026
ruler_3487_lr,average,2.026
ruler_3487_lr-rev,average,2.026
ruler_3488_lr,average,2.026
ruler_3488_lr-rev,average,2.026
ruler_3489_lr,average,2.026
ruler_3489_lr-rev,average,2.026
ruler_3490_r,average,2.026
ruler_3491_r,average,2.026
ruler_3492_r,average,2.026
ruler_3493_lr,average,2.026
ruler_3493_lr-rev,average,2.026
ruler_3494_lr,average,2.026
ruler_3494_lr-rev,average,2.026
ruler_3495_lr,average,2.026
ruler_3495_lr-rev,average,2.026
ruler_3496_r,average,2.026
ruler_3497_lr,average,2.026
ruler_3497_lr-rev,average,2.026
ruler_3498_r,average,2.026
ruler_3499_r,average,2.026
ruler_3500_r,average,2.026
ruler_3501_r,average,2.026
ruler_3502_lr,average,2.026
ruler_3502_lr-rev,average,2.026
ruler_3503_r,average,2.026
ruler_3504_r,average,2.026
ruler_3505_r,average,2.026
ruler_3506_lr,average,2.026
ruler_3506_lr-rev,average,2.026
ruler_3507_lr,average,2.026
ruler_3507_lr-rev,average,2.026
ruler_3508_r,average,2.026
ruler_3509_lr,average,2.026
ruler_3509_lr-rev,average,2.026
ruler_3510_lr,average,2.026
ruler_3510_lr-rev,average,2.026
ruler_3511_r,average,2.026
ruler_3512_lr,average,2.026
ruler_3512_lr-rev,average,2.026
ruler_3513_lr,average,2.026
ruler_3513_lr-rev,average,2.026
ruler_3514_lr,average,2.026
ruler_3514_lr-rev,average,2.026
ruler_3515_r,average,2.026
ruler_3516_lr,average,2.026
ruler_3516_lr-rev,average,2.026
ruler_3517_lr,average,2.026
ruler_3517_lr-rev,average,2.026
ruler_3518_lr,average,2.026
ruler_3518_lr-rev,average,2.026
ruler_3519_lr,average,2.026
ruler_3519_lr-rev,average,2.026
ruler_3520_lr,average,2.026
ruler_3520_lr-rev,average,2.026
ruler_3521_lr,average,2.026
ruler_3521_lr-rev,average,2.026
ruler_3522_lr,average,2.026
ruler_3522_lr-rev,average,2.026
ruler_3523_lr,average,2.026
ruler_3523_lr-rev,average,2.026
ruler_3524_lr,average,2.026
ruler_3524_lr-rev,average,2.026
ruler_3525_lr,average,2.026
ruler_3525_lr-rev,average,2.026
ruler_3526_lr,average,2.026
ruler_3526_lr-rev,average,2.026
ruler_3527_lr,average,2.026
ruler_3527_lr-rev,average,2.026
ruler_3528_lr,average,2.026
ruler_3528_lr-rev,average,2.026
ruler_3529_lr,average,2.026
ruler_3529_lr-rev,average,2.026
ruler_3530_lr,average,2.026
ruler_3530_lr-rev,average,2.026
ruler_3531_lr,average,2.026
ruler_3531_lr-rev,average,2.026
ruler_3532_lr,average,2.026
ruler_3532_lr-rev,average,2.026
ruler_3533_lr,average,2.026
ruler_3533_lr-rev,average,2.026
ruler_3534_lr,average,2.026
ruler_3534_lr-rev,average,2.026
ruler_3535_lr,average,2.026
ruler_3535_lr-rev,average,2.026
ruler_3536_lr,average,2.026
ruler_3536_lr-rev,average,2.026
ruler_3537_lr,average,2.026
ruler_3537_lr-rev,average,2.026
ruler_3538_lr,average,2.026
ruler_3538_lr-rev,average,2.026
ruler_3539_lr,average,2.026
ruler_3539_lr-rev,average,2.026
ruler_3540_lr,average,2.026
ruler_3540_lr-rev,average,2.026
ruler_3541_r,average,2.026
ruler_3542_r,average,2.026
ruler_3543_r,average,2.026
ruler_3544_lr,average,2.026
ruler_3544_lr-rev,average,2.026
ruler_3545_r,average,2.026
ruler_3546_lr,average,2.026
ruler_3546_lr-rev,average,2.026
ruler_3547_lr,average,2.026
ruler_3547_lr-rev,average,2.026
ruler_3548_lr,average,2.026
ruler_3548_lr-rev,average,2.026
ruler_3549_lr,average,2.026
ruler_3549_lr-rev,average,2.026
ruler_3550_lr,average,2.026
ruler_3550_lr-rev,average,2.026
ruler_3551_lr,average,2.026
ruler_3551_lr-rev,average,2.026
ruler_3552_lr,average,2.026
ruler_3552_lr-rev,average,2.026
ruler_3553_lr,average,2.026
ruler_3553_lr-rev,average,2.026
ruler_3554_lr,average,2.026
ruler_3554_lr-rev,average,2.026
ruler_3555_r,average,2.026
ruler_3556_lr,average,2.026
ruler_3556_lr-rev,average,2.026
ruler_3557_lr,average,2.026
ruler_3557_lr-rev,average,2.026
ruler_3558_lr,average,2.026
ruler_3558_lr-rev,average,2.026
ruler_3559_lr,average,2.026
ruler_3559_lr-rev,average,2.026
ruler_3560_lr,average,2.026
ruler_3560_lr-rev,average,2.026
ruler_3561_lr,average,2.026
ruler_3561_lr-rev,average,2.026
ruler_3562_lr,average,2.026
ruler_3562_lr-rev,average,2.026
ruler_3563_lr,average,2.026
ruler_3563_lr-rev,average,2.026
ruler_3564_lr,average,2.026
ruler_3564_lr-rev,average,2.026
ruler_3565_lr,average,2.026
ruler_3565_lr-rev,average,2.026
ruler_3566_lr,average,2.026
ruler_3566_lr-rev,average,2.026
ruler_3567_lr,average,2.026
ruler_3567_lr-rev,average,2.026
ruler_3568_lr,average,2.026
ruler_3568_lr-rev,average,2.026
ruler_3569_lr,average,2.026
ruler_3569_lr-rev,average,2.026
ruler_3570_lr,average,2.026
ruler_3570_lr-rev,average,2.026
ruler_3571_lr,average,2.026
ruler_3571_lr-rev,average,2.026
ruler_3572_lr,average,2.026
ruler_3572_lr-rev,average,2.026
ruler_3573_lr,average,2.026
ruler_3573_lr-rev,average,2.026
ruler_3574_lr,average,2.026
ruler_3574_lr-rev,average,2.026
ruler_3575_lr,average,2.026
ruler_3575_lr-rev,average,2.026
ruler_3576_lr,average,2.026
ruler_3576_lr-rev,average,2.026
ruler_3577_lr,average,2.026
ruler_3577_lr-rev,average,2.026
ruler_3578_lr,average,2.026
ruler_3578_lr-rev,average,2.026
ruler_3579_lr,average,2.026
ruler_3579_lr-rev,average,2.026
ruler_3580_lr,average,2.026
ruler_3580_lr-rev,average,2.026
ruler_3581_lr,average,2.026
ruler_3581_lr-rev,average,2.026
ruler_3582_lr,average,2.026
ruler_3582_lr-rev,average,2.026
ruler_3583_lr,average,2.026
